Pradako ID,Authority,Standard,Title,Lifecycle,File,Authority Hub,Page Source,Previous Path
PRA-SPC-00229,EN ISO,EN ISO 898-2:2022,Fasteners — Mechanical properties of fasteners made of carbon steel and alloy steel — Part 2: Nuts with specified property classes,Current-use reference,specifications/en-iso/en-iso-898-2.html,specifications/en-iso/en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00230,EN ISO,EN ISO 898-3:2018,Mechanical properties of fasteners made of carbon steel and alloy steel — Part 3: Flat washers with specified property classes,Current-use reference,specifications/en-iso/en-iso-898-3.html,specifications/en-iso/en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00231,EN ISO,EN ISO 898-5:2012,Mechanical properties of fasteners made of carbon steel and alloy steel — Part 5: Set screws and similar threaded fasteners with specified hardness classes — Coarse thread and fine pitch thread,Current-use reference,specifications/en-iso/en-iso-898-5.html,specifications/en-iso/en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00232,EN ISO,EN ISO 2320:2015,Fasteners — Prevailing torque steel nuts — Functional properties,Current-use reference,specifications/en-iso/en-iso-2320.html,specifications/en-iso/en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00233,EN ISO,EN ISO 2702:2022,Fasteners — Heat treated tapping screws — Mechanical and physical properties,Current-use reference,specifications/en-iso/en-iso-2702.html,specifications/en-iso/en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00234,EN ISO,EN ISO 3269:2019,Fasteners — Acceptance inspection,Current-use reference,specifications/en-iso/en-iso-3269.html,specifications/en-iso/en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00235,EN ISO,EN ISO 3506-1:2020,"Fasteners — Mechanical properties of corrosion-resistant stainless steel fasteners — Part 1: Bolts, screws and studs with specified grades and property classes",Current-use reference,specifications/en-iso/en-iso-3506-1.html,specifications/en-iso/en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00236,EN ISO,EN ISO 3506-2:2020,Fasteners — Mechanical properties of corrosion-resistant stainless steel fasteners — Part 2: Nuts with specified grades and property classes,Current-use reference,specifications/en-iso/en-iso-3506-2.html,specifications/en-iso/en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00237,EN ISO,EN ISO 3506-3:2025,Fasteners — Mechanical properties of corrosion-resistant stainless steel fasteners — Part 3: Set screws and similar fasteners not under tensile stress,Current-use reference,specifications/en-iso/en-iso-3506-3.html,specifications/en-iso/en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00238,EN ISO,EN ISO 3506-4:2025,Fasteners — Mechanical properties of corrosion-resistant stainless steel fasteners — Part 4: Tapping screws with specified grades and hardness classes,Current-use reference,specifications/en-iso/en-iso-3506-4.html,specifications/en-iso/en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00239,EN ISO,EN ISO 3506-5:2022,"Fasteners — Mechanical properties of corrosion-resistant stainless steel fasteners — Part 5: Special fasteners, also including fasteners from nickel alloys, for high temperature applications",Current-use reference,specifications/en-iso/en-iso-3506-5.html,specifications/en-iso/en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00240,EN ISO,EN ISO 3506-6:2020,Fasteners — Mechanical properties of corrosion-resistant stainless steel fasteners — Part 6: General rules for the selection of stainless steels and nickel alloys for fasteners,Current-use reference,specifications/en-iso/en-iso-3506-6.html,specifications/en-iso/en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00241,EN ISO,EN ISO 4014:2022,Fasteners — Hexagon head bolts — Product grades A and B,Current-use reference,specifications/en-iso/en-iso-4014.html,specifications/en-iso/en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00242,EN ISO,EN ISO 4016:2022,Fasteners — Hexagon head bolts — Product grade C,Current-use reference,specifications/en-iso/en-iso-4016.html,specifications/en-iso/en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00243,EN ISO,EN ISO 4017:2022,Fasteners — Hexagon head screws — Product grades A and B,Current-use reference,specifications/en-iso/en-iso-4017.html,specifications/en-iso/en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00244,EN ISO,EN ISO 4018:2022,Fasteners — Hexagon head screws — Product grade C,Current-use reference,specifications/en-iso/en-iso-4018.html,specifications/en-iso/en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00245,EN ISO,EN ISO 4026,Hexagon socket set screws with flat point,Current-use reference,specifications/en-iso/en-iso-4026.html,specifications/en-iso/en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00246,EN ISO,EN ISO 4027,Hexagon socket set screws with cone point,Current-use reference,specifications/en-iso/en-iso-4027.html,specifications/en-iso/en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00247,EN ISO,EN ISO 4028,Hexagon socket set screws with dog point,Current-use reference,specifications/en-iso/en-iso-4028.html,specifications/en-iso/en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00248,EN ISO,EN ISO 4029,Hexagon socket set screws with cup point,Current-use reference,specifications/en-iso/en-iso-4029.html,specifications/en-iso/en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00249,EN ISO,EN ISO 4032:2023,"Fasteners — Hexagon regular nuts, style 1 — Product grades A and B",Current-use reference,specifications/en-iso/en-iso-4032.html,specifications/en-iso/en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00250,EN ISO,EN ISO 4033:2023,"Fasteners — Hexagon high nuts, style 2 — Product grades A and B",Current-use reference,specifications/en-iso/en-iso-4033.html,specifications/en-iso/en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00251,EN ISO,EN ISO 4034:2023,"Fasteners — Hexagon regular nuts, style 1 — Product grade C",Current-use reference,specifications/en-iso/en-iso-4034.html,specifications/en-iso/en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00252,EN ISO,EN ISO 4035:2023,"Fasteners — Hexagon thin nuts, style 0 — Product grades A and B",Current-use reference,specifications/en-iso/en-iso-4035.html,specifications/en-iso/en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00253,EN ISO,EN ISO 4036:2023,"Fasteners — Hexagon thin nuts, style 0, unchamfered — Product grade B",Current-use reference,specifications/en-iso/en-iso-4036.html,specifications/en-iso/en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00254,EN ISO,EN ISO 4042:2022,Fasteners — Electroplated coating systems,Current-use reference,specifications/en-iso/en-iso-4042.html,specifications/en-iso/en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00255,EN ISO,EN ISO 4042:2022/A1:2026,Fasteners — Electroplated coating systems — Amendment 1,Current-use reference,specifications/en-iso/en-iso-4042-a1.html,specifications/en-iso/en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00256,EN ISO,EN ISO 4759-1:2000,"Tolerances for fasteners — Part 1: Bolts, screws, studs and nuts — Product grades A, B and C",Current-use reference,specifications/en-iso/en-iso-4759-1.html,specifications/en-iso/en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00257,EN ISO,EN ISO 4759-3:2016,"Tolerances for fasteners — Part 3: Washers for bolts, screws and nuts — Product grades A, C and F",Current-use reference,specifications/en-iso/en-iso-4759-3.html,specifications/en-iso/en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00258,EN ISO,EN ISO 4762:2004,Hexagon socket head cap screws,Current-use reference,specifications/en-iso/en-iso-4762.html,specifications/en-iso/en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00259,EN ISO,EN ISO 6157-1:1988,"Fasteners — Surface discontinuities — Part 1: Bolts, screws and studs for general requirements",Current-use reference,specifications/en-iso/en-iso-6157-1.html,specifications/en-iso/en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00260,EN ISO,EN ISO 6157-2:1995,Fasteners — Surface discontinuities — Part 2: Nuts,Current-use reference,specifications/en-iso/en-iso-6157-2.html,specifications/en-iso/en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00261,EN ISO,EN ISO 6157-3:1988,"Fasteners — Surface discontinuities — Part 3: Bolts, screws and studs for special requirements",Current-use reference,specifications/en-iso/en-iso-6157-3.html,specifications/en-iso/en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00262,EN ISO,EN ISO 7089:2000,Plain washers — Normal series — Product grade A,Current-use reference,specifications/en-iso/en-iso-7089.html,specifications/en-iso/en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00263,EN ISO,EN ISO 7090:2000,"Plain washers, chamfered — Normal series — Product grade A",Current-use reference,specifications/en-iso/en-iso-7090.html,specifications/en-iso/en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00264,EN ISO,EN ISO 7091:2000,Plain washers — Normal series — Product grade C,Current-use reference,specifications/en-iso/en-iso-7091.html,specifications/en-iso/en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00265,EN ISO,EN ISO 7092:2000,Plain washers — Small series — Product grade A,Current-use reference,specifications/en-iso/en-iso-7092.html,specifications/en-iso/en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00266,EN ISO,EN ISO 7093-1:2000,Plain washers — Large series — Part 1: Product grade A,Current-use reference,specifications/en-iso/en-iso-7093-1.html,specifications/en-iso/en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00267,EN ISO,EN ISO 7093-2:2000,Plain washers — Large series — Part 2: Product grade C,Current-use reference,specifications/en-iso/en-iso-7093-2.html,specifications/en-iso/en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00268,EN ISO,EN ISO 7094:2000,Plain washers — Extra large series — Product grade C,Current-use reference,specifications/en-iso/en-iso-7094.html,specifications/en-iso/en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00269,EN ISO,EN ISO 7380-1:2022,Fasteners — Button head screws with hexagon socket — Part 1,Current-use reference,specifications/en-iso/en-iso-7380-1.html,specifications/en-iso/en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00270,EN ISO,EN ISO 7380-2:2022,Fasteners — Button head screws with hexagon socket with collar — Part 2,Current-use reference,specifications/en-iso/en-iso-7380-2.html,specifications/en-iso/en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00271,EN ISO,EN ISO 10642:2019,Fasteners — Hexagon socket countersunk head screws with reduced loadability,Current-use reference,specifications/en-iso/en-iso-10642.html,specifications/en-iso/en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00272,EN ISO,EN ISO 10683:2018,Fasteners — Non-electrolytically applied zinc flake coating systems,Current-use reference,specifications/en-iso/en-iso-10683.html,specifications/en-iso/en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00273,EN ISO,EN ISO 10684:2004,Fasteners — Hot dip galvanized coatings,Current-use reference,specifications/en-iso/en-iso-10684.html,specifications/en-iso/en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00274,EN ISO,EN ISO 14579:2011,Hexalobular socket head cap screws,Current-use reference,specifications/en-iso/en-iso-14579.html,specifications/en-iso/en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00275,EN ISO,EN ISO 14580:2011,Hexalobular socket cheese head screws,Current-use reference,specifications/en-iso/en-iso-14580.html,specifications/en-iso/en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00276,EN ISO,EN ISO 14581:2013,Fasteners — Hexalobular socket countersunk flat head screws,Current-use reference,specifications/en-iso/en-iso-14581.html,specifications/en-iso/en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00277,EN ISO,EN ISO 14583:2011,Hexalobular socket pan head screws,Current-use reference,specifications/en-iso/en-iso-14583.html,specifications/en-iso/en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00278,EN ISO,EN ISO 14584:2011,Hexalobular socket raised countersunk head screws,Current-use reference,specifications/en-iso/en-iso-14584.html,specifications/en-iso/en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00279,EN ISO,EN ISO 14585:2011,Hexalobular socket button head screws,Current-use reference,specifications/en-iso/en-iso-14585.html,specifications/en-iso/en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00280,EN ISO,EN ISO 14586:2011,Hexalobular socket countersunk head tapping screws,Current-use reference,specifications/en-iso/en-iso-14586.html,specifications/en-iso/en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00281,EN ISO,EN ISO 14587:2011,Hexalobular socket raised countersunk head tapping screws,Current-use reference,specifications/en-iso/en-iso-14587.html,specifications/en-iso/en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00282,EN ISO,EN ISO 15330:1999,Fasteners — Preloading test for the detection of hydrogen embrittlement — Parallel bearing surface method,Current-use reference,specifications/en-iso/en-iso-15330.html,specifications/en-iso/en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00283,EN ISO,EN ISO 16047:2005,Fasteners — Torque/clamp force testing,Current-use reference,specifications/en-iso/en-iso-16047.html,specifications/en-iso/en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00284,EN ISO,EN ISO 16228:2018,Fasteners — Types of inspection documents,Current-use reference,specifications/en-iso/en-iso-16228.html,specifications/en-iso/en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00285,EN ISO,EN ISO 16426:2002,Fasteners — Quality assurance system,Current-use reference,specifications/en-iso/en-iso-16426.html,specifications/en-iso/en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00286,EN ISO,EN ISO 1891-2:2014,Fasteners — Terminology — Part 2: Vocabulary and definitions for coatings,Current-use reference,specifications/en-iso/en-iso-1891-2.html,specifications/en-iso/en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00287,DIN,DIN 267-13:2007-05,Fasteners — Technical specifications — Part 13: Parts for bolted connections with specific mechanical properties for use at temperatures ranging from -200 °C to +700 °C,Current-use reference,specifications/din/din-267-13-2007-05.html,specifications/din/din-specifications.html,generated_from_master_record,
PRA-SPC-00288,DIN,DIN 267-26:2005-12,Fasteners — Technical specifications — Part 26: Conical spring washers for bolted connections,Current-use reference,specifications/din/din-267-26-2005-12.html,specifications/din/din-specifications.html,generated_from_master_record,
PRA-SPC-00289,DIN,DIN 267-27:2024-07,"Fasteners — Part 27: Steel screws, bolts and studs made of steel with pre-adhesive coating — Technical specifications",Current-use reference,specifications/din/din-267-27-2024-07.html,specifications/din/din-specifications.html,generated_from_master_record,
PRA-SPC-00290,DIN,DIN 267-28:2026-02,"Fasteners — Part 28: Steel screws, bolts and studs with locking coating, technical specifications",Legacy / Superseded,specifications/din/din-267-28-2026-02.html,specifications/din/din-specifications.html,generated_from_master_record,
PRA-SPC-00291,DIN,DIN 267-30:2016-12,Fasteners — Technical specifications — Part 30: Metric thread rolling screws of property class 10.9,Current-use reference,specifications/din/din-267-30-2016-12.html,specifications/din/din-specifications.html,generated_from_master_record,
PRA-SPC-00292,DIN,DIN 17740:2025-08,Wrought nickel — Chemical composition,Current-use reference,specifications/din/din-17740-2025-08.html,specifications/din/din-specifications.html,generated_from_master_record,
PRA-SPC-00293,DIN,DIN 17741:2002-09,"Wrought nickel alloys, low alloyed — Chemical composition",Current-use reference,specifications/din/din-17741-2002-09.html,specifications/din/din-specifications.html,generated_from_master_record,
PRA-SPC-00294,DIN,DIN 17742:2020-12,Wrought nickel alloys with chromium — Chemical composition,Current-use reference,specifications/din/din-17742-2020-12.html,specifications/din/din-specifications.html,generated_from_master_record,
PRA-SPC-00295,DIN,DIN 17743:2026-03,Wrought nickel alloys with copper — Chemical composition,Current-use reference,specifications/din/din-17743-2026-03.html,specifications/din/din-specifications.html,generated_from_master_record,
PRA-SPC-00296,DIN,DIN 17744:2020-12,Wrought nickel alloys with molybdenum and chromium — Chemical composition,Current-use reference,specifications/din/din-17744-2020-12.html,specifications/din/din-specifications.html,generated_from_master_record,
PRA-SPC-00297,DIN,DIN 17745:2025-09,Wrought alloys of nickel and iron — Chemical composition,Legacy / Superseded,specifications/din/din-17745-2025-09.html,specifications/din/din-specifications.html,generated_from_master_record,
PRA-SPC-00298,DIN EN ISO,DIN EN ISO 898-1:2013-05,"Mechanical properties of fasteners made of carbon steel and alloy steel — Part 1: Bolts, screws and studs with specified property classes — Coarse thread and fine pitch thread",Current-use reference,specifications/din-en-iso/din-en-iso-898-1-2013-05.html,specifications/din-en-iso/din-en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00299,DIN EN ISO,DIN EN ISO 898-2:2023-02,Fasteners — Mechanical properties of fasteners made of carbon steel and alloy steel — Part 2: Nuts with specified property classes,Current-use reference,specifications/din-en-iso/din-en-iso-898-2-2023-02.html,specifications/din-en-iso/din-en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00300,DIN EN ISO,DIN EN ISO 898-3:2021-11,Fasteners — Mechanical properties of fasteners made of carbon steel and alloy steel — Part 3: Flat washers with specified property classes,Current-use reference,specifications/din-en-iso/din-en-iso-898-3-2021-11.html,specifications/din-en-iso/din-en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00301,DIN EN ISO,DIN EN ISO 898-5:2012-09,Mechanical properties of fasteners made of carbon steel and alloy steel — Part 5: Set screws and similar threaded fasteners with specified hardness classes — Coarse thread and fine pitch thread,Current-use reference,specifications/din-en-iso/din-en-iso-898-5-2012-09.html,specifications/din-en-iso/din-en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00302,DIN EN ISO,DIN EN ISO 2702:2022,Fasteners — Heat treated tapping screws — Mechanical and physical properties,Current-use reference,specifications/din-en-iso/din-en-iso-2702.html,specifications/din-en-iso/din-en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00303,DIN EN ISO,DIN EN ISO 3269:2020-01,Fasteners — Acceptance inspection,Current-use reference,specifications/din-en-iso/din-en-iso-3269-2020-01.html,specifications/din-en-iso/din-en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00304,DIN EN ISO,DIN EN ISO 3506-1:2020-08,"Fasteners — Mechanical properties of corrosion-resistant stainless steel fasteners — Part 1: Bolts, screws and studs with specified grades and property classes",Current-use reference,specifications/din-en-iso/din-en-iso-3506-1-2020-08.html,specifications/din-en-iso/din-en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00305,DIN EN ISO,DIN EN ISO 3506-2:2020-08,Fasteners — Mechanical properties of corrosion-resistant stainless steel fasteners — Part 2: Nuts with specified grades and property classes,Current-use reference,specifications/din-en-iso/din-en-iso-3506-2-2020-08.html,specifications/din-en-iso/din-en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00306,DIN EN ISO,DIN EN ISO 3506-3:2026-06,Fasteners — Mechanical properties of corrosion resistant stainless steel fasteners — Part 3: Set screws and similar fasteners not under tensile stress with specified grades and hardness classes,Current-use reference,specifications/din-en-iso/din-en-iso-3506-3-2026-06.html,specifications/din-en-iso/din-en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00307,DIN EN ISO,DIN EN ISO 3506-4:2026-06,Fasteners — Mechanical properties of corrosion-resistant stainless steel fasteners — Part 4: Tapping screws with specified grades and hardness classes,Current-use reference,specifications/din-en-iso/din-en-iso-3506-4-2026-06.html,specifications/din-en-iso/din-en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00308,DIN EN ISO,DIN EN ISO 3506-5:2024-02,"Fasteners — Mechanical properties of corrosion-resistant stainless steel fasteners — Part 5: Special fasteners, also including fasteners from nickel alloys, for high temperature applications",Current-use reference,specifications/din-en-iso/din-en-iso-3506-5-2024-02.html,specifications/din-en-iso/din-en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00309,DIN EN ISO,DIN EN ISO 3506-6:2022-09,Fasteners — Mechanical properties of corrosion-resistant stainless steel fasteners — Part 6: General rules for the selection of stainless steels and nickel alloys for fasteners,Current-use reference,specifications/din-en-iso/din-en-iso-3506-6-2022-09.html,specifications/din-en-iso/din-en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00310,DIN EN ISO,DIN EN ISO 3506-7:2026-06,Fasteners — Mechanical properties of corrosion-resistant stainless steel fasteners — Part 7: Flat washers with specified grades and property classes,Current-use reference,specifications/din-en-iso/din-en-iso-3506-7-2026-06.html,specifications/din-en-iso/din-en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00311,DIN EN ISO,DIN EN ISO 4026:2026-06,Fasteners — Hexagon socket set screws with flat point,Current-use reference,specifications/din-en-iso/din-en-iso-4026-2026-06.html,specifications/din-en-iso/din-en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00312,DIN EN ISO,DIN EN ISO 4027:2026-06,Fasteners — Hexagon socket set screws with truncated cone point,Current-use reference,specifications/din-en-iso/din-en-iso-4027-2026-06.html,specifications/din-en-iso/din-en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00313,DIN EN ISO,DIN EN ISO 4028:2026-06,Fasteners — Hexagon socket set screws with dog point,Current-use reference,specifications/din-en-iso/din-en-iso-4028-2026-06.html,specifications/din-en-iso/din-en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00314,DIN EN ISO,DIN EN ISO 4029:2026-06,Fasteners — Hexagon socket set screws with cup point,Current-use reference,specifications/din-en-iso/din-en-iso-4029-2026-06.html,specifications/din-en-iso/din-en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00315,DIN EN ISO,DIN EN ISO 4042:2022-11,Fasteners — Electroplated coating systems,Current-use reference,specifications/din-en-iso/din-en-iso-4042-2022-11.html,specifications/din-en-iso/din-en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00316,DIN EN ISO,DIN EN ISO 4042/A1,Fasteners — Electroplated coating systems — Amendment 1,Current-use reference,specifications/din-en-iso/din-en-iso-4042-a1.html,specifications/din-en-iso/din-en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00317,DIN EN ISO,DIN EN ISO 4759-1:2001-04,"Tolerances for fasteners — Part 1: Bolts, screws, studs and nuts; Product grades A, B and C",Current-use reference,specifications/din-en-iso/din-en-iso-4759-1-2001-04.html,specifications/din-en-iso/din-en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00318,DIN EN ISO,DIN EN ISO 4759-3,"Tolerances for fasteners — Part 3: Washers for bolts, screws and nuts — Product grades A, C and F",Current-use reference,specifications/din-en-iso/din-en-iso-4759-3.html,specifications/din-en-iso/din-en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00319,DIN EN ISO,DIN EN ISO 4762:2004,Hexagon socket head cap screws,Current-use reference,specifications/din-en-iso/din-en-iso-4762.html,specifications/din-en-iso/din-en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00320,DIN EN,DIN EN 26157-1:1991-12 / ISO 6157-1,"Fasteners — Surface discontinuities — Bolts, screws and studs subject to general requirements",Current-use reference,specifications/din-en/din-en-26157-1-1991-12-iso-6157-1.html,specifications/din-en/din-en-specifications.html,generated_from_master_record,
PRA-SPC-00321,DIN EN ISO,DIN EN ISO 6157-2 / ISO 6157-2,Fasteners — Surface discontinuities — Part 2: Nuts,Current-use reference,specifications/din-en-iso/din-en-iso-6157-2-iso-6157-2.html,specifications/din-en-iso/din-en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00322,DIN EN,DIN EN 26157-3:1991-12 / ISO 6157-3,"Fasteners — Surface discontinuities — Bolts, screws and studs subject to special requirements",Current-use reference,specifications/din-en/din-en-26157-3-1991-12-iso-6157-3.html,specifications/din-en/din-en-specifications.html,generated_from_master_record,
PRA-SPC-00323,DIN EN ISO,DIN EN ISO 7089,Plain washers — Normal series — Product grade A,Current-use reference,specifications/din-en-iso/din-en-iso-7089.html,specifications/din-en-iso/din-en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00324,DIN EN ISO,DIN EN ISO 7090,"Plain washers, chamfered — Normal series — Product grade A",Current-use reference,specifications/din-en-iso/din-en-iso-7090.html,specifications/din-en-iso/din-en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00325,DIN EN ISO,DIN EN ISO 7091,Plain washers — Normal series — Product grade C,Current-use reference,specifications/din-en-iso/din-en-iso-7091.html,specifications/din-en-iso/din-en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00326,DIN EN ISO,DIN EN ISO 7092,Plain washers — Small series — Product grade A,Current-use reference,specifications/din-en-iso/din-en-iso-7092.html,specifications/din-en-iso/din-en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00327,DIN EN ISO,DIN EN ISO 7093-1,Plain washers — Large series — Part 1: Product grade A,Current-use reference,specifications/din-en-iso/din-en-iso-7093-1.html,specifications/din-en-iso/din-en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00328,DIN EN ISO,DIN EN ISO 7093-2,Plain washers — Large series — Part 2: Product grade C,Current-use reference,specifications/din-en-iso/din-en-iso-7093-2.html,specifications/din-en-iso/din-en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00329,DIN EN ISO,DIN EN ISO 7094,Plain washers — Extra large series — Product grade C,Current-use reference,specifications/din-en-iso/din-en-iso-7094.html,specifications/din-en-iso/din-en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00330,DIN EN ISO,DIN EN ISO 7380-1,Fasteners — Button head screws with hexagon socket — Part 1,Current-use reference,specifications/din-en-iso/din-en-iso-7380-1.html,specifications/din-en-iso/din-en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00331,DIN EN ISO,DIN EN ISO 7380-2,Fasteners — Button head screws with hexagon socket with collar — Part 2,Current-use reference,specifications/din-en-iso/din-en-iso-7380-2.html,specifications/din-en-iso/din-en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00332,DIN EN ISO,DIN EN ISO 10642:2026-06,Fasteners — Hexagon socket countersunk head screws with reduced loadability,Current-use reference,specifications/din-en-iso/din-en-iso-10642-2026-06.html,specifications/din-en-iso/din-en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00333,DIN EN ISO,DIN EN ISO 10683:2018-11,Fasteners — Non-electrolytically applied zinc flake coating systems,Current-use reference,specifications/din-en-iso/din-en-iso-10683-2018-11.html,specifications/din-en-iso/din-en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00334,DIN EN ISO,DIN EN ISO 10684:2011-09,Fasteners — Hot dip galvanized coatings,Current-use reference,specifications/din-en-iso/din-en-iso-10684-2011-09.html,specifications/din-en-iso/din-en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00335,DIN EN ISO,DIN EN ISO 14579,Hexalobular socket head cap screws,Current-use reference,specifications/din-en-iso/din-en-iso-14579.html,specifications/din-en-iso/din-en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00336,DIN EN ISO,DIN EN ISO 14580,Hexalobular socket cheese head screws,Current-use reference,specifications/din-en-iso/din-en-iso-14580.html,specifications/din-en-iso/din-en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00337,DIN EN ISO,DIN EN ISO 14581,Fasteners — Hexalobular socket countersunk flat head screws,Current-use reference,specifications/din-en-iso/din-en-iso-14581.html,specifications/din-en-iso/din-en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00338,DIN EN ISO,DIN EN ISO 14583,Hexalobular socket pan head screws,Current-use reference,specifications/din-en-iso/din-en-iso-14583.html,specifications/din-en-iso/din-en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00339,DIN EN ISO,DIN EN ISO 14584,Hexalobular socket raised countersunk head screws,Current-use reference,specifications/din-en-iso/din-en-iso-14584.html,specifications/din-en-iso/din-en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00340,DIN EN ISO,DIN EN ISO 14585,Hexalobular socket button head screws,Current-use reference,specifications/din-en-iso/din-en-iso-14585.html,specifications/din-en-iso/din-en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00341,DIN EN ISO,DIN EN ISO 14586,Hexalobular socket countersunk head tapping screws,Current-use reference,specifications/din-en-iso/din-en-iso-14586.html,specifications/din-en-iso/din-en-iso-specifications.html,generated_from_master_record,
PRA-SPC-00342,DIN EN ISO,DIN EN ISO 14587,Hexalobular socket raised countersunk head tapping screws,Current-use reference,specifications/din-en-iso/din-en-iso-14587.html,specifications/din-en-iso/din-en-iso-specifications.html,generated_from_master_record,
